date,station,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
1994-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,1.16,67.0,,449.0,3.36,0.0,47.6,59.5,35.8
1994-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,27.0,0.0,0.0,1.0,73.0,,385.0,5.46,0.0,49.1,60.9,37.3
1994-03-01T00:00:00,GHCND:USC00048351,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,31.0,0.0,0.0,0.21,82.0,,244.0,0.23,0.0,56.2,71.0,41.3
1994-04-01T00:00:00,GHCND:USC00048351,,,6.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,37.0,0.0,0.0,0.59,,,,1.33,0.0,,,42.7
1994-05-01T00:00:00,GHCND:USC00048351,,14.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,41.0,0.0,0.0,0.6,90.0,,96.0,1.37,0.0,62.0,76.6,47.4
1994-06-01T00:00:00,GHCND:USC00048351,,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,44.0,0.0,0.0,0.05,105.0,,11.0,0.05,0.0,68.0,87.5,48.5
1994-07-01T00:00:00,GHCND:USC00048351,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,46.0,0.0,0.0,0.0,96.0,4.0,4.0,0.0,0.0,67.9,84.6,51.1
1994-08-01T00:00:00,GHCND:USC00048351,,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,46.0,0.0,0.0,0.0,102.0,5.0,0.0,0.0,0.0,70.2,90.1,50.2
1994-09-01T00:00:00,GHCND:USC00048351,,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,44.0,0.0,0.0,0.0,98.0,12.0,7.0,0.0,0.0,67.9,86.0,49.9
1994-10-01T00:00:00,GHCND:USC00048351,,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,36.0,0.0,0.0,0.44,88.0,114.0,102.0,0.59,0.0,61.8,78.9,44.8
1994-11-01T00:00:00,GHCND:USC00048351,,0.0,9.0,5.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,28.0,0.0,0.0,2.0,78.0,564.0,450.0,6.49,0.0,48.4,59.6,37.2
1994-12-01T00:00:00,GHCND:USC00048351,,0.0,12.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.9,64.0,1071.0,508.0,3.91,0.0,45.6,54.8,36.3
1995-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,20.0,18.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,31.0,0.0,0.0,4.28,70.0,1475.0,403.0,20.29,0.0,51.2,57.5,44.8
1995-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,29.0,0.0,0.0,0.64,78.0,1762.0,287.0,0.82,0.0,54.0,63.6,44.4
1995-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,16.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0,0.0,0.0,2.9,74.0,2115.0,353.0,13.3,0.0,52.8,63.0,42.5
1995-04-01T00:00:00,GHCND:USC00048351,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,34.0,0.0,0.0,0.25,82.0,2329.0,214.0,1.33,0.0,57.1,69.5,44.6
1995-05-01T00:00:00,GHCND:USC00048351,6.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,42.0,0.0,0.0,1.1,91.0,2472.0,142.0,1.89,0.0,60.0,72.1,47.9
1995-06-01T00:00:00,GHCND:USC00048351,83.0,77.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,43.0,0.0,0.0,0.88,103.0,2515.0,43.0,1.04,0.0,66.5,81.1,51.9
1995-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,49.0,0.0,0.0,0.0,,,,0.0,0.0,,,55.1
1995-08-01T00:00:00,GHCND:USC00048351,,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,45.0,0.0,0.0,0.0,102.0,,4.0,0.0,0.0,71.1,90.4,51.9
1995-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,51.3
1995-10-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,37.0,0.0,0.0,0.0,,,,0.0,0.0,,,46.3
1995-11-01T00:00:00,GHCND:USC00048351,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,36.0,0.0,0.0,0.17,81.0,,204.0,0.25,0.0,57.8,72.5,43.2
1995-12-01T00:00:00,GHCND:USC00048351,,0.0,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.45,68.0,,391.0,9.95,0.0,52.0,60.2,43.7
1996-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,3.1,70.0,,476.0,8.96,0.0,49.1,57.8,40.5
1996-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,16.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,27.0,0.0,0.0,2.0,75.0,,293.0,8.26,0.0,53.6,63.5,43.7
1996-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,32.0,0.0,0.0,1.35,83.0,,263.0,2.61,0.0,55.3,69.4,41.1
1996-04-01T00:00:00,GHCND:USC00048351,19.0,19.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,36.0,0.0,0.0,2.37,94.0,,190.0,3.49,0.0,58.6,72.7,44.4
1996-05-01T00:00:00,GHCND:USC00048351,60.0,41.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,37.0,0.0,0.0,1.51,94.0,,118.0,3.37,0.0,62.4,76.9,47.9
1996-06-01T00:00:00,GHCND:USC00048351,167.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,43.0,0.0,0.0,0.0,103.0,,17.0,0.0,0.0,68.7,86.9,50.5
1996-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.0,,,,0.0,0.0,,,53.3
1996-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.5
1996-09-01T00:00:00,GHCND:USC00048351,,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,44.0,0.0,0.0,0.17,96.0,,11.0,0.17,0.0,67.0,84.3,49.6
1996-10-01T00:00:00,GHCND:USC00048351,,45.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,35.0,0.0,0.0,1.51,99.0,,110.0,2.17,0.0,62.6,77.9,47.2
1996-11-01T00:00:00,GHCND:USC00048351,,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,35.0,0.0,0.0,1.65,74.0,,256.0,3.48,0.0,55.0,66.2,43.9
1996-12-01T00:00:00,GHCND:USC00048351,,0.0,18.0,15.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29.0,0.0,0.0,2.1,70.0,,419.0,13.11,0.0,50.4,58.8,42.0
1997-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,11.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,2.42,65.0,,485.0,10.35,0.0,48.8,56.6,41.1
1997-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,32.0,0.0,0.0,0.51,74.0,,280.0,0.65,0.0,52.7,66.0,39.3
1997-03-01T00:00:00,GHCND:USC00048351,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,30.0,0.0,0.0,0.46,82.0,,249.0,1.02,0.0,56.2,71.2,41.2
1997-04-01T00:00:00,GHCND:USC00048351,7.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.52,86.0,,146.0,0.78,0.0,59.9,73.8,46.0
1997-05-01T00:00:00,GHCND:USC00048351,108.0,101.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,40.0,0.0,0.0,0.38,101.0,,43.0,0.39,0.0,66.8,83.9,49.8
1997-06-01T00:00:00,GHCND:USC00048351,214.0,106.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,47.0,0.0,0.0,0.23,99.0,,3.0,0.27,0.0,69.1,85.1,53.1
1997-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48.0,0.0,0.0,0.0,,,,0.0,0.0,,,54.0
1997-08-01T00:00:00,GHCND:USC00048351,,151.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,50.0,0.0,0.0,0.98,106.0,,0.0,1.02,0.0,70.7,86.4,55.0
1997-09-01T00:00:00,GHCND:USC00048351,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.18,,,,0.21,0.0,,,53.0
1997-10-01T00:00:00,GHCND:USC00048351,,,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,40.0,0.0,0.0,1.03,,,,1.26,0.0,,,47.8
1997-11-01T00:00:00,GHCND:USC00048351,,,14.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,38.0,0.0,0.0,1.48,,,,7.48,0.0,,,45.3
1997-12-01T00:00:00,GHCND:USC00048351,,0.0,9.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,0.0,1.38,68.0,,485.0,3.55,0.0,47.7,57.8,37.6
1998-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,23.0,17.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,1.97,66.0,,433.0,12.0,0.0,50.1,57.2,42.9
1998-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,22.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,3.8,64.0,,372.0,18.9,0.0,50.2,58.0,42.4
1998-03-01T00:00:00,GHCND:USC00048351,,,13.0,8.0,0.0,0.0,0.0,0.0,2.0,,,,32.0,0.0,0.0,0.6,,,,2.31,0.0,,,42.2
1998-04-01T00:00:00,GHCND:USC00048351,,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,34.0,0.0,0.0,0.6,84.0,,261.0,2.35,0.0,55.5,68.5,42.4
1998-05-01T00:00:00,GHCND:USC00048351,,0.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,38.0,0.0,0.0,1.1,78.0,,228.0,3.89,0.0,56.8,67.6,46.0
1998-06-01T00:00:00,GHCND:USC00048351,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,45.0,0.0,0.0,0.12,,,,0.16,0.0,,,52.5
1998-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48.0,0.0,0.0,0.0,,,,0.0,0.0,,,53.6
1998-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.9
1998-09-01T00:00:00,GHCND:USC00048351,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.05,,,,0.05,0.0,,,52.8
1998-10-01T00:00:00,GHCND:USC00048351,,6.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,24.0,0.0,38.0,,0.0,0.83,88.0,,100.0,0.85,0.0,61.3,76.7,46.0
1998-11-01T00:00:00,GHCND:USC00048351,,0.0,19.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.53,69.0,,335.0,5.67,0.0,52.7,62.6,42.7
1998-12-01T00:00:00,GHCND:USC00048351,,0.0,8.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,0.0,0.43,65.0,,540.0,1.44,0.0,44.7,56.0,33.3
1999-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,27.0,0.0,0.0,0.97,64.0,,559.0,4.21,0.0,46.4,55.8,37.0
1999-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,15.0,12.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,2.65,66.0,,385.0,11.33,0.0,49.1,59.3,38.8
1999-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.79,67.0,,433.0,4.13,0.0,50.2,61.0,39.4
1999-04-01T00:00:00,GHCND:USC00048351,15.0,15.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,31.0,0.0,0.0,1.46,87.0,,218.0,2.62,0.0,57.1,70.5,43.8
1999-05-01T00:00:00,GHCND:USC00048351,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,39.0,0.0,0.0,0.05,,,,0.05,0.0,,,45.4
1999-06-01T00:00:00,GHCND:USC00048351,,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,40.0,0.0,0.0,0.03,103.0,,49.0,0.03,0.0,66.2,83.2,49.2
1999-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.0
1999-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,53.3
1999-09-01T00:00:00,GHCND:USC00048351,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.07,,,,0.12,0.0,,,51.6
1999-10-01T00:00:00,GHCND:USC00048351,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,37.0,0.0,0.0,0.89,,,,0.94,0.0,,,45.8
1999-11-01T00:00:00,GHCND:USC00048351,,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,0.0,0.93,79.0,,261.0,3.19,0.0,55.2,65.5,44.9
1999-12-01T00:00:00,GHCND:USC00048351,,0.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,30.0,0.0,0.0,0.38,77.0,,427.0,0.88,0.0,48.7,61.6,35.9
2000-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,16.0,9.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,64.0,,388.0,5.71,0.0,50.0,59.0,41.1
2000-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,21.0,14.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,2.45,70.0,,328.0,10.81,0.0,52.0,60.2,43.7
2000-03-01T00:00:00,GHCND:USC00048351,5.0,5.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,34.0,0.0,0.0,1.2,81.0,,304.0,2.74,0.0,54.5,66.8,42.2
2000-04-01T00:00:00,GHCND:USC00048351,,,6.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,39.0,0.0,0.0,1.28,,,,2.58,0.0,,,44.9
2000-05-01T00:00:00,GHCND:USC00048351,,64.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,40.0,0.0,0.0,0.51,98.0,,102.0,1.72,0.0,63.3,77.3,49.4
2000-06-01T00:00:00,GHCND:USC00048351,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,44.0,0.0,0.0,0.29,,,,0.29,0.0,,,51.6
2000-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.1
2000-08-01T00:00:00,GHCND:USC00048351,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48.0,0.0,0.0,0.02,,,,0.02,0.0,,,52.8
2000-09-01T00:00:00,GHCND:USC00048351,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,45.0,0.0,0.0,0.07,,,,0.14,0.0,,,52.2
2000-10-01T00:00:00,GHCND:USC00048351,,11.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,0.0,0.84,90.0,,114.0,2.65,0.0,61.3,74.3,48.4
2000-11-01T00:00:00,GHCND:USC00048351,,,8.0,3.0,0.0,0.0,0.0,0.0,7.0,,,,28.0,0.0,0.0,0.4,,,,1.22,0.0,,,38.4
2000-12-01T00:00:00,GHCND:USC00048351,,0.0,7.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,0.88,65.0,,520.0,1.59,0.0,47.7,58.9,36.4
2001-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,27.0,0.0,0.0,0.86,63.0,,498.0,3.37,0.0,45.8,58.4,33.1
2001-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,29.0,0.0,0.0,0.67,74.0,,393.0,4.74,0.0,49.3,59.8,38.8
2001-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,34.0,0.0,0.0,1.02,82.0,,257.0,1.73,0.0,56.0,69.2,42.7
2001-04-01T00:00:00,GHCND:USC00048351,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,33.0,0.0,0.0,0.54,87.0,,276.0,0.89,0.0,54.5,68.3,40.7
2001-05-01T00:00:00,GHCND:USC00048351,117.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,43.0,0.0,0.0,0.0,105.0,,20.0,0.0,0.0,68.6,88.5,48.8
2001-06-01T00:00:00,GHCND:USC00048351,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,44.0,0.0,0.0,0.05,,,,0.05,0.0,,,50.8
2001-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,49.0,0.0,0.0,0.0,,,,0.0,0.0,,,53.2
2001-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,45.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.7
2001-09-01T00:00:00,GHCND:USC00048351,,74.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,46.0,0.0,0.0,0.35,102.0,,2.0,0.35,0.0,67.6,84.5,50.7
2001-10-01T00:00:00,GHCND:USC00048351,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,41.0,0.0,0.0,0.74,,,,0.75,0.0,,,49.0
2001-11-01T00:00:00,GHCND:USC00048351,,0.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,35.0,0.0,0.0,2.84,83.0,,268.0,8.58,0.0,54.8,65.6,44.1
2001-12-01T00:00:00,GHCND:USC00048351,,0.0,17.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.4,62.0,,439.0,11.0,0.0,49.3,55.9,42.7
2002-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,1.99,62.0,,514.0,3.98,0.0,46.7,57.1,36.4
2002-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,30.0,0.0,0.0,0.83,76.0,,344.0,2.53,0.0,52.0,64.9,39.1
2002-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,29.0,0.0,0.0,0.75,81.0,,333.0,2.67,0.0,52.6,65.0,40.2
2002-04-01T00:00:00,GHCND:USC00048351,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,34.0,0.0,0.0,0.22,,,,0.48,0.0,,,44.9
2002-05-01T00:00:00,GHCND:USC00048351,,20.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,38.0,0.0,0.0,0.59,91.0,,148.0,1.23,0.0,60.4,76.0,44.8
2002-06-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,44.0,0.0,0.0,0.0,,,,0.0,0.0,,,50.4
2002-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48.0,0.0,0.0,0.0,,,,0.0,0.0,,,54.3
2002-08-01T00:00:00,GHCND:USC00048351,,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,47.0,0.0,0.0,0.0,104.0,,2.0,0.0,0.0,69.9,87.8,51.9
2002-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.0,0.0,0.0,0.0,,,,0.0,0.0,,,48.9
2002-10-01T00:00:00,GHCND:USC00048351,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,33.0,0.0,0.0,0.0,92.0,,116.0,0.0,0.0,61.9,77.8,46.0
2002-11-01T00:00:00,GHCND:USC00048351,,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,33.0,0.0,0.0,2.6,77.0,,244.0,3.95,0.0,56.1,69.0,43.2
2002-12-01T00:00:00,GHCND:USC00048351,,0.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.54,66.0,,444.0,9.97,0.0,49.1,57.7,40.5
2003-01-01T00:00:00,GHCND:USC00048351,,,11.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,35.0,0.0,0.0,0.85,,,,3.0,0.0,,,43.9
